selected,Date,Type,No.,Payee,Category,Total,Approval Status,Action
,11/05/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,70,,
,11/05/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2765,,
,11/03/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,453.46,,
,11/02/2024,Expense,,Aestrecord Aesthetic,Supplies & Materials - COS,64.43,,
,11/01/2024,Expense,,SkinCeuticals,Supplies & Materials - COS,605.86,,
,11/01/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,93.32,,
,11/01/2024,Expense,,Hydrafacial LLC,--Split--,804.32,,
,10/29/2024,Expense,,Topix Pharmaceuticals Inc,Supplies & Materials - COS,2532,,
,10/29/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,5465,,
,10/29/2024,Expense,,Red Rock Pharmacy,Supplies & Materials - COS,369.77,,
,10/29/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,180,,
,10/29/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,697.39,,
,10/28/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,180,,
,10/27/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,441.66,,
,10/26/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,205,,
,10/25/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,3920,,
,10/25/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,195,,
,10/25/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,320,,
,10/24/2024,Expense,,Allergan,Supplies & Materials - COS,13000,,
,10/24/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,195,,
,10/24/2024,Expense,,Allergan,Supplies & Materials - COS,11251.47,,
,10/24/2024,Credit Card Credit,,Hydrafacial LLC,--Split--,-64.88,,
,10/23/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,3485,,
,10/23/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,185,,
,10/23/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,205,,
,10/23/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,35,,
,10/22/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,29,,
,10/22/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,81.3,,
,10/22/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,70,,
,10/22/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,515,,
,10/22/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,55,,
,10/21/2024,Expense,,SkinCeuticals,Supplies & Materials - COS,1466.26,,
,10/19/2024,Expense,,SkinCeuticals,Supplies & Materials - COS,473.59,,
,10/17/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,5330,,
,10/16/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,456.19,,
,10/12/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,845,,
,10/12/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,3475,,
,10/11/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,35,,
,10/10/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,845,,
,10/09/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,53.3,,
,10/09/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,534,,
,10/09/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,161,,
,10/08/2024,Expense,,Topix Pharmaceuticals Inc,Supplies & Materials - COS,2617.25,,
,10/07/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,515,,
,10/04/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,845,,
,10/03/2024,Expense,,Rohrer Aesthetics,--Split--,2031.02,,
,10/03/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,195,,
,10/03/2024,Expense,,Aestrecord Aesthetic,Supplies & Materials - COS,64.43,,
,10/02/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,47,,
,10/02/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,47,,
,10/02/2024,Expense,,Allergan,Supplies & Materials - COS,9840,,
,10/02/2024,Expense,,,Supplies & Materials - COS,400.45,,
,10/01/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,10916.73,,
,10/01/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,285.6,,
,10/01/2024,Expense,,Plymouth Medical,Supplies & Materials - COS,595.9,,
,10/01/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,4515,,
,10/01/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1670,,
,10/01/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,10916.73,,
,09/28/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,157.22,,
,09/27/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,515,,
,09/25/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,149.94,,
,09/25/2024,Expense,,Red Rock Pharmacy,Supplies & Materials - COS,401.7,,
,09/25/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,515,,
,09/25/2024,Expense,,Hydrafacial LLC,--Split--,1223.89,,
,09/24/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,1072.13,,
,09/23/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1010,,
,09/22/2024,Expense,,Allergan,Supplies & Materials - COS,12558.25,,
,09/21/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,3672.85,,
,09/21/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,11448.42,,
,09/21/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,144.45,,
,09/20/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1010,,
,09/19/2024,Expense,,,Supplies & Materials - COS,137,,
,09/19/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,550,,
,09/18/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,401.2,,
,09/18/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,3320,,
,09/17/2024,Credit Card Credit,,,Supplies & Materials - COS,-20,,
,09/17/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2165,,
,09/14/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,190,,
,09/13/2024,Expense,,,Supplies & Materials - COS,30,,
,09/13/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,185,,
,09/12/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,1473.73,,
,09/10/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,87.52,,
,09/10/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,190,,
,09/06/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,40,,
,09/06/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,530,,
,09/06/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,30,,
,09/05/2024,Expense,,Rohrer Aesthetics,Supplies & Materials - COS,10000,,
,09/05/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2470,,
,09/05/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,490,,
,09/04/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,879.82,,
,09/04/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,475,,
,09/03/2024,Expense,,Allergan,Supplies & Materials - COS,5904,,
,09/03/2024,Expense,,Aestrecord Aesthetic,Supplies & Materials - COS,64.43,,
,08/31/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2105,,
,08/30/2024,Credit Card Credit,,,Supplies & Materials - COS,-1055.25,,
,08/30/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2330,,
,08/30/2024,Expense,,Red Rock Pharmacy,Supplies & Materials - COS,597.4,,
,08/30/2024,Expense,,Hydrafacial LLC,--Split--,411.96,,
,08/30/2024,Expense,,Hydrafacial LLC,--Split--,1251.98,,
,08/29/2024,Expense,,SkinCeuticals,Supplies & Materials - COS,346.37,,
,08/29/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,1055.25,,
,08/28/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,70,,
,08/28/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,510,,
,08/27/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,300.74,,
,08/27/2024,Expense,,CVS Pharmacy,--Split--,14.68,,
,08/26/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,180,,
,08/23/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,515,,
,08/22/2024,Expense,,Topix Pharmaceuticals Inc,Supplies & Materials - COS,4304.75,,
,08/21/2024,Credit Card Credit,,Tailor Made Compounding,Supplies & Materials - COS,-179,,
,08/21/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,179,,
,08/21/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2494,,
,08/20/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,273.11,,
,08/18/2024,Expense,,SkinCeuticals,Supplies & Materials - COS,1116.2,,
,08/16/2024,Expense,,,Supplies & Materials - COS,30,,
,08/15/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,8494.08,,
,08/15/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1200,,
,08/15/2024,Expense,,Hydrafacial LLC,--Split--,1373.04,,
,08/14/2024,Expense,,CVS Pharmacy,--Split--,8.64,,
,08/13/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,157.43,,
,08/12/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,3719,,
,08/12/2024,Expense,,Red Rock Pharmacy,Supplies & Materials - COS,571.65,,
,08/10/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,50.96,,
,08/10/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,101.92,,
,08/10/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,126.92,,
,08/10/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,710,,
,08/08/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,800,,
,08/07/2024,Expense,,SkinCeuticals,Supplies & Materials - COS,126.51,,
,08/06/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,163.07,,
,08/06/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,55,,
,08/06/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,90,,
,08/05/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,08/05/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,60,,
,08/02/2024,Expense,,Aestrecord Aesthetic,Supplies & Materials - COS,64.43,,
,08/02/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,3270,,
,08/02/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,475,,
,08/01/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,328.05,,
,08/01/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,80,,
,07/31/2024,Expense,,SkinCeuticals,Supplies & Materials - COS,1209.74,,
,07/30/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,278.43,,
,07/29/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,07/28/2024,Expense,,BambuLab,Supplies & Materials - COS,17.79,,
,07/26/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,95,,
,07/25/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1070,,
,07/25/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,195,,
,07/25/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,07/25/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,07/25/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1520,,
,07/25/2024,Expense,,Allergan,Supplies & Materials - COS,4355.84,,
,07/24/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,11154.52,,
,07/24/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,200,,
,07/23/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,370,,
,07/22/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2745,,
,07/19/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,81.3,,
,07/19/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,215,,
,07/18/2024,Expense,,Topix Pharmaceuticals Inc,Supplies & Materials - COS,2709,,
,07/18/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,555,,
,07/17/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,47,,
,07/17/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,95,,
,07/17/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,175,,
,07/17/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,180,,
,07/17/2024,Expense,,Hydrafacial LLC,--Split--,274.65,,
,07/16/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,89.2,,
,07/16/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1595,,
,07/15/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,8,,
,07/15/2024,Expense,,Red Rock Pharmacy,Supplies & Materials - COS,350.2,,
,07/13/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,195,,
,07/11/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,118,,
,07/11/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,90,,
,07/11/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,530,,
,07/10/2024,Credit Card Credit,,Topix Pharmaceuticals Inc,Supplies & Materials - COS,-22.5,,
,07/10/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,07/10/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,07/10/2024,Expense,,Rohrer Aesthetics,--Split--,1993.42,,
,07/10/2024,Expense,,Hydrafacial LLC,--Split--,180.36,,
,07/09/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,306.4,,
,07/09/2024,Credit Card Credit,,Tailor Made Compounding,Supplies & Materials - COS,-23.2,,
,07/09/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,720,,
,07/03/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,550,,
,07/03/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,875,,
,07/03/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,120,,
,07/03/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,112,,
,07/03/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,205,,
,07/03/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,205,,
,07/03/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,475,,
,07/03/2024,Expense,,Aestrecord Aesthetic,Supplies & Materials - COS,64,,
,07/02/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,245.02,,
,07/02/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,190,,
,07/02/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,370,,
,06/30/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,6733.4,,
,06/29/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,23.2,,
,06/29/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,209.58,,
,06/29/2024,Expense,,McKesson Medical-Surgical Inc.,--Split--,5739.35,,
,06/28/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,47,,
,06/28/2024,Expense,,McKesson Medical-Surgical Inc.,--Split--,2139.68,,
,06/28/2024,Expense,,Allergan,--Split--,9184,,
,06/28/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,350,,
,06/28/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,3020,,
,06/27/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,195,,
,06/26/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,06/26/2024,Expense,,Hydrafacial LLC,--Split--,318.77,,
,06/25/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,263.51,,
,06/25/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,52.6,,
,06/25/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,40,,
,06/24/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,205,,
,06/24/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,895,,
,06/22/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,06/21/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1945,,
,06/21/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,50,,
,06/19/2024,Expense,,Red Rock Pharmacy,Supplies & Materials - COS,401.7,,
,06/19/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,195,,
,06/19/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,230,,
,06/19/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,395,,
,06/18/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1050,,
,06/18/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1070,,
,06/18/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,06/17/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,06/15/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,47,,
,06/14/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,175,,
,06/14/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,175,,
,06/14/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,530,,
,06/13/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,240.2,,
,06/13/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,525,,
,06/13/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,375,,
,06/13/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,3350,,
,06/13/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,200,,
,06/12/2024,Expense,,,Supplies & Materials - COS,30,,
,06/12/2024,Expense,,,Supplies & Materials - COS,270,,
,06/12/2024,Expense,,BambuLab,Supplies & Materials - COS,56.77,,
,06/12/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,175,,
,06/12/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1245,,
,06/12/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,325,,
,06/12/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,29,,
,06/11/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,54.92,,
,06/10/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,195,,
,06/08/2024,Expense,,Allergan,Supplies & Materials - COS,5495.04,,
,06/07/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,10000,,
,06/07/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,370,,
,06/07/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,170,,
,06/07/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,25,,
,06/06/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,111,,
,06/06/2024,Credit Card Credit,,,Supplies & Materials - COS,-95.38,,
,06/06/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,720,,
,06/06/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,475,,
,06/05/2024,Expense,,Red Rock Pharmacy,Supplies & Materials - COS,257.5,,
,06/05/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,525,,
,06/05/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,525,,
,06/05/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,175,,
,06/05/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,895,,
,06/04/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,45.54,,
,06/04/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,06/03/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,210,,
,06/03/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1245,,
,06/03/2024,Expense,,Aestrecord Aesthetic,Supplies & Materials - COS,64,,
,06/02/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1520,,
,05/31/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,470.27,,
,05/31/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1695,,
,05/30/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,550.92,,
,05/30/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,680,,
,05/29/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,391.52,,
,05/29/2024,Expense,,Topix Pharmaceuticals Inc,Supplies & Materials - COS,2703.6,,
,05/29/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,575.92,,
,05/29/2024,Expense,,Red Rock Pharmacy,Supplies & Materials - COS,309,,
,05/28/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,05/28/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,411,,
,05/27/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,195,,
,05/27/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,370,,
,05/25/2024,Expense,,SkinCeuticals,Supplies & Materials - COS,794.71,,
,05/25/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,525,,
,05/25/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,05/24/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,50.5,,
,05/24/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,179,,
,05/24/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,80,,
,05/23/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,175,,
,05/23/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,05/23/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,175,,
,05/22/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,60,,
,05/22/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,370,,
,05/22/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1070,,
,05/22/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,199,,
,05/22/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,720,,
,05/22/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,265,,
,05/21/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,80,,
,05/21/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,575.92,,
,05/20/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,05/20/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,35,,
,05/20/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,05/20/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,525,,
,05/20/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2645,,
,05/19/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2120,,
,05/17/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,532.8,,
,05/17/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,2120,,
,05/17/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1945,,
,05/17/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,895,,
,05/16/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,210,,
,05/15/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,95.38,,
,05/15/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,895,,
,05/15/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,295,,
,05/14/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,118.22,,
,05/14/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,30,,
,05/14/2024,Expense,,Allergan,Supplies & Materials - COS,9840,,
,05/14/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,720,,
,05/14/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,195,,
,05/14/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,205,,
,05/14/2024,Expense,,Rohrer Aesthetics,--Split--,25.49,,
,05/13/2024,Expense,,Square Clearing,Supplies & Materials - COS,1000,,
,05/13/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,345,,
,05/10/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,125,,
,05/10/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,205,,
,05/09/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,3520,,
,05/09/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,3445,,
,05/08/2024,Expense,,Allergan,Supplies & Materials - COS,5772.8,,
,05/08/2024,Expense,,Red Rock Pharmacy,Supplies & Materials - COS,231.75,,
,05/08/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,545,,
,05/07/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,540.62,,
,05/07/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,380,,
,05/06/2024,Credit Card Credit,,Strive Pharmacy,Supplies & Materials - COS,-30,,
,05/06/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,1845,,
,05/06/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,205,,
,05/05/2024,Credit Card Credit,,Strive Pharmacy,Supplies & Materials - COS,-210,,
,05/04/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,60,,
,05/04/2024,Expense,,Hydrafacial LLC,--Split--,908.1,,
,05/04/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,210,,
,05/03/2024,Expense,,Aestrecord Aesthetic,Supplies & Materials - COS,60,,
,05/03/2024,Expense,,,Supplies & Materials - COS,231.75,,
,05/02/2024,Expense,,Boulevard Labs,Supplies & Materials - COS,450,,
,05/02/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,10095,,
,05/01/2024,Expense,,,Supplies & Materials - COS,875.5,,
,04/30/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,9825.06,,
,04/30/2024,Expense,,McKesson Medical-Surgical Inc.,Supplies & Materials - COS,5349.2,,
,04/29/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,360.72,,
,04/26/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,4570,,
,04/26/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,550,,
,04/25/2024,Expense,,Strive Pharmacy,Supplies & Materials - COS,185,,
,04/23/2024,Expense,,Empower Pharmacy,Supplies & Materials - COS,81.42,,
,04/23/2024,Expense,,Allergan,Supplies & Materials - COS,6560,,
,04/23/2024,Expense,,Allergan,Supplies & Materials - COS,2304,,
,04/23/2024,Expense,,Allergan,Supplies & Materials - COS,3015.36,,
,04/23/2024,Expense,,Tailor Made Compounding,Supplies & Materials - COS,493.52,,
,03/25/2025,Expense,,Richard Hamilton,Contracters - G&A,525,,
,11/27/2024,Expense,Cash 11-27-24,Danny Montiel,Contracters - G&A,15000,,
,08/26/2024,Expense,,Venmo (one off contractor only),Contracters - G&A,295,,
,08/21/2024,Expense,,Venmo (one off contractor only),Contracters - G&A,575,,
,07/08/2024,Expense,,,Contracters - G&A,1187.5,,
,04/16/2025,Expense,,ElevAIte CRM,Computer Software & Internet,97,,
,04/15/2025,Expense,,Akismet,Computer Software & Internet,6,,
,04/13/2025,Expense,,Rupa Health,Computer Software & Internet,33.22,,
,04/11/2025,Expense,,Notion Labs,Computer Software & Internet,204,,
,04/10/2025,Expense,,Signwell Doc Sketch (electronic sign software),Computer Software & Internet,30,,
